"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","playerid"
"Tony Watson","LAA","0","0","0.00","1","0","0","0","0","1","0","1.2","5","0","0","0","0","0","0","0","0","0","0","3132"
"Joe Smith","HOU","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","0","3281"
"Steve Cishek","LAA","0","0","0.00","1","0","0","0","0","1","0","0.1","3","1","0","0","0","1","0","0","0","0","0","6483"
"Jake McGee","SFG","0","0","0.00","1","0","0","0","1","0","0","1.0","5","2","0","0","0","0","0","0","0","0","1","7550"
"Cesar Valdez","BAL","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","9013"
"Brooks Raley","HOU","0","0","0.00","1","0","0","0","0","0","0","1.1","6","1","0","0","0","1","0","0","0","0","3","10061"
"Heath Hembree","CIN","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","11632"
"Sal Romano","CIN","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","0","13690"
"Amir Garrett","CIN","0","0","0.00","1","0","0","0","0","0","0","1.2","7","1","0","0","0","1","0","0","0","0","3","14375"
"Duane Underwood Jr.","PIT","0","0","0.00","1","0","0","0","0","0","0","1.2","6","1","0","0","0","0","0","0","0","0","2","14677"
"Adam Cimber","MIA","0","0","0.00","1","0","0","0","0","0","0","1.0","3","0","0","0","0","0","0","0","0","0","2","15288"
"Mike Mayers","LAA","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","1","15451"
"Tyler Rogers","SFG","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","0","15541"
"Phillips Valdez","BOS","0","0","0.00","1","0","0","0","0","0","0","1.0","4","1","0","0","0","0","0","0","0","0","1","15605"
"Paul Fry","BAL","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","2","15832"
"Kent Emanuel","HOU","0","0","0.00","1","0","0","0","0","0","0","1.1","5","0","0","0","0","1","0","0","0","0","1","15849"
"Stefan Crichton","ARI","0","0","0.00","1","0","0","0","1","0","0","1.0","3","0","0","0","0","0","0","0","0","0","1","16058"
"Luke Weaver","ARI","1","0","0.00","1","1","0","0","0","0","0","6.1","22","4","0","0","0","0","0","0","0","0","6","16918"
"Raisel Iglesias","LAA","0","0","0.00","1","0","0","0","1","0","0","1.0","4","1","0","0","0","0","0","0","0","0","2","17130"
"Brett Martin","TEX","0","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","0","0","0","17369"
"Tanner Scott","BAL","1","0","0.00","1","0","0","0","0","0","0","0.1","1","0","0","0","0","0","0","0","1","0","1","17586"
"Taylor Clarke","ARI","0","0","0.00","1","0","0","0","0","0","0","0.2","3","1","0","0","0","0","0","0","0","0","1","17611"
"Josh Sborz","TEX","0","0","0.00","1","0","0","0","0","0","0","1.0","5","0","0","0","0","1","0","0","0","0","2","18323"
"Travis Lakins","BAL","0","0","0.00","1","0","0","0","0","1","0","1.0","3","0","0","0","0","0","0","0","0","0","1","18600"
"Luis Madero","MIA","0","0","0.00","1","0","0","0","0","0","0","2.0","8","1","0","0","0","1","0","0","0","0","1","20399"
"Alex Wood","SFG","1","0","1.29","1","1","0","0","0","0","0","7.0","26","4","1","1","0","3","0","0","0","0","7","13781"
"Kyle Gibson","TEX","0","0","1.50","1","1","0","0","0","0","0","6.0","23","4","1","1","1","2","0","0","0","0","6","10123"
"Jorge Lopez","BAL","0","0","1.59","1","1","0","0","0","0","0","5.2","22","4","1","1","0","0","0","1","1","0","5","14527"
"Tyler Mahle","CIN","1","0","1.69","1","1","0","0","0","0","0","5.1","23","4","1","1","1","4","0","0","0","0","7","16358"
"Martin Perez","BOS","0","0","1.80","1","1","0","0","0","0","0","5.0","20","4","1","1","1","1","0","0","0","0","4","6902"
"Jose Suarez","LAA","1","0","2.25","1","0","0","0","0","0","0","4.0","19","5","1","1","0","3","0","0","0","0","1","19911"
"Luis Garcia","HOU","0","0","5.06","1","1","0","0","0","0","0","5.1","23","5","3","3","2","2","0","0","0","0","7","23735"
"Ross Detwiler","MIA","0","0","6.75","1","0","0","0","0","0","0","1.1","6","2","1","1","0","0","0","0","0","0","2","2859"
"Jordan Holloway","MIA","0","1","7.36","1","1","0","0","0","0","0","3.2","18","5","4","3","0","3","0","0","1","0","1","20631"
"Matt Andriese","BOS","0","1","13.50","1","0","0","0","0","0","0","2.0","10","4","3","3","1","1","0","0","0","0","2","12022"
"Geoff Hartlieb","PIT","0","0","13.50","1","0","0","0","0","0","0","2.0","11","2","3","3","0","3","0","1","0","0","2","19558"
"John King","TEX","0","1","13.50","1","0","0","0","0","0","0","0.2","6","2","2","1","0","1","0","0","0","0","2","22051"
"Joakim Soria","ARI","0","0","18.00","1","0","0","0","0","0","0","1.0","6","3","2","2","1","0","0","0","0","0","0","6941"
"Luis Oviedo","PIT","0","0","18.00","1","0","0","0","0","0","0","2.0","10","5","4","4","1","0","0","0","0","0","2","21728"
"Mitch Keller","PIT","0","1","18.90","1","1","0","0","0","0","0","3.1","18","7","7","7","1","2","0","0","0","0","2","17594"
"Junior Guerra","LAA","0","0","27.00","1","1","0","0","0","0","0","1.0","8","3","3","3","0","2","0","0","0","0","2","5702"
"Brandon Bielak","HOU","0","1","54.00","1","0","0","0","0","0","1","0.1","5","2","2","2","0","1","0","0","0","0","0","19866"
